0FLOW THROUGH A HEATED PIPE











0               INLET FLUID VELOCITY                       =      .200E+01
0               REYNOLDS NUMBER                            =      .251E+04
0               FLUID DENSITY                              =      .116E+01
0               LAMINAR VISCOSITY                          =      .185E-04
0ITER   I-----ABSOLUTE RESIDUAL SOURCE SUM          S------I   I----FIELD VALUES AT MONITORING LOCATION            ( 5, 5)--------I
  NO.   UMOM      VMOM      MASS      ENER      TKIN      DISP          U         V         P         T         K         D

0***     1.168E-02 8.549E-02 2.100E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.071E-02 7.410E-02 1.905E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.018E-02 5.991E-02 1.372E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.712E-03 7.514E-02 1.938E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.303E-02 8.095E-02 2.018E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.263E-02 8.759E-02 2.820E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.193E-02 7.001E-02 1.751E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.071E-03 6.163E-02 1.486E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     8.922E-03 5.571E-02 1.229E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.491E-03 7.514E-02 1.853E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.267E-02 9.549E-02 2.411E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.048E-02 7.826E-02 1.903E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.079E-02 6.158E-02 1.355E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.132E-03 6.163E-02 1.372E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.076E-02 6.066E-02 1.326E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     8.464E-03 5.539E-02 1.325E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     8.559E-03 3.915E-02 7.765E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.091E-02 6.579E-02 2.225E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= ***
0***     1.134E-02 1.089E-01 2.897E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.000E-02 1.022E-01 2.681E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.955E-03 1.183E-01 3.778E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.369E-03 1.261E-01 3.490E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.092E-03 1.281E-01 4.624E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.424E-03 1.375E-01 4.833E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.069E-02 1.168E-01 2.960E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.218E-02 1.217E-01 3.760E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.085E-02 1.210E-01 3.148E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.199E-02 1.292E-01 3.338E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.149E-02 1.113E-01 2.860E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.159E-02 1.302E-01 4.684E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.770E-03 1.169E-01 3.021E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.904E-03 1.344E-01 3.394E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.082E-02 1.496E-01 3.684E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.009E-02 1.489E-01 3.597E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.098E-02 1.271E-01 3.123E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.065E-02 9.385E-02 2.195E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.045E-02 7.755E-02 1.694E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.590E-03 8.553E-02 1.983E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= ***
0***     1.224E-02 1.153E-01 2.871E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.120E-02 1.271E-01 3.187E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.917E-03 1.352E-01 3.875E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.217E-03 1.500E-01 3.723E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.867E-03 1.542E-01 3.850E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.078E-02 1.406E-01 3.390E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.066E-02 1.387E-01 3.969E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.203E-02 1.365E-01 3.366E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.190E-02 1.294E-01 3.088E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.020E-02 1.250E-01 3.077E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.244E-03 1.069E-01 2.452E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.532E-03 1.333E-01 3.044E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.003E-02 1.103E-01 2.479E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.367E-03 1.218E-01 2.917E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     8.831E-03 1.148E-01 2.666E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.424E-03 1.198E-01 2.836E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.009E-02 1.334E-01 3.202E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.339E-02 1.509E-01 4.365E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.079E-02 1.324E-01 3.255E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.097E-02 1.416E-01 3.629E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= ***
0***     1.129E-02 1.479E-01 5.111E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.101E-02 1.904E-01 5.302E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.475E-03 1.560E-01 4.630E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     8.611E-03 1.333E-01 3.461E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.080E-02 1.324E-01 3.265E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.577E-03 1.488E-01 3.921E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.089E-02 9.730E-02 2.247E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.276E-02 1.010E-01 2.554E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.279E-02 6.890E-02 1.655E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.252E-02 9.278E-02 2.921E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.309E-02 8.095E-02 2.600E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.207E-02 8.345E-02 2.159E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.329E-02 6.564E-02 1.553E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.205E-02 8.760E-02 2.233E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.088E-02 5.773E-02 1.968E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.049E-02 1.073E-01 3.426E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.317E-02 1.145E-01 4.296E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.259E-02 1.052E-01 3.536E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.224E-02 9.006E-02 3.579E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.004E-02 1.362E-01 3.832E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= ***
0***     1.162E-02 1.374E-01 5.093E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0ITER   I-----ABSOLUTE RESIDUAL SOURCE SUM          S------I   I----FIELD VALUES AT MONITORING LOCATION            ( 5, 5)--------I
  NO.   UMOM      VMOM      MASS      ENER      TKIN      DISP          U         V         P         T         K         D

0***     1.085E-02 1.457E-01 5.931E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.384E-02 1.554E-01 5.223E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.055E-03 1.437E-01 4.662E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.080E-02 1.420E-01 4.543E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.025E-02 1.632E-01 4.642E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.061E-02 1.639E-01 5.616E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.060E-02 1.550E-01 4.149E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.897E-03 1.190E-01 3.100E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.126E-02 1.341E-01 3.456E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.350E-02 1.233E-01 3.024E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.222E-02 8.950E-02 2.176E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.466E-02 8.357E-02 1.903E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.167E-02 9.691E-02 2.272E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.132E-02 8.339E-02 1.897E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.094E-02 9.691E-02 2.297E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.253E-02 9.687E-02 2.365E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.151E-02 1.084E-01 2.783E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.023E-02 7.956E-02 1.834E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.299E-02 1.107E-01 2.664E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= ***
0***     1.304E-02 7.860E-02 1.807E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.270E-02 1.123E-01 2.807E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.108E-02 9.998E-02 2.351E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.120E-02 1.041E-01 2.597E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.098E-02 1.157E-01 3.103E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.918E-03 1.270E-01 3.242E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.036E-02 1.178E-01 2.879E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     8.958E-03 1.415E-01 3.566E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.038E-02 1.448E-01 3.683E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.357E-03 1.478E-01 3.919E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.018E-02 1.285E-01 3.340E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.010E-02 1.218E-01 3.070E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.353E-02 1.154E-01 3.453E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.657E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.177E-02 1.115E-01 2.862E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.049E-02 1.096E-01 2.713E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.054E-02 1.468E-01 3.941E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.147E-02 1.417E-01 3.862E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.193E-02 1.249E-01 4.595E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.103E-02 1.305E-01 3.444E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.233E-02 1.466E-01 4.240E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= ***
0***     1.285E-02 1.222E-01 3.075E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.128E-02 1.019E-01 2.584E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.184E-02 7.241E-02 1.612E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.181E-02 8.856E-02 2.305E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.396E-02 1.059E-01 2.537E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.467E-02 1.144E-01 2.870E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.295E-02 7.693E-02 1.693E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.261E-02 6.159E-02 1.418E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.076E-02 3.879E-02 7.233E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.050E-02 5.321E-02 1.164E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.402E-03 5.060E-02 1.058E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.210E-02 5.729E-02 1.294E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.865E-03 5.160E-02 1.061E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.049E-02 5.637E-02 1.270E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.255E-02 5.324E-02 1.149E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.286E-02 5.843E-02 1.390E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.362E-02 7.182E-02 1.698E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.279E-02 9.891E-02 2.463E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.288E-02 9.510E-02 2.320E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.111E-02 8.131E-02 2.029E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= ***
0***     1.348E-02 1.301E-01 3.284E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.339E-02 1.472E-01 4.379E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.660E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.195E-02 1.247E-01 3.650E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.761E-03 1.373E-01 4.160E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.657E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.121E-02 1.280E-01 3.258E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.368E-03 1.197E-01 3.137E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.461E-03 7.235E-02 1.888E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.086E-02 1.239E-01 3.782E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.487E-02 1.391E-01 4.165E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.228E-02 1.083E-01 2.816E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.163E-02 1.050E-01 3.244E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.893E-03 9.383E-02 2.351E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.504E-03 7.628E-02 1.688E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.000E-02 9.487E-02 2.216E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.261E-02 9.547E-02 2.244E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.210E-02 1.115E-01 2.740E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     1.174E-02 1.084E-01 2.588E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0***     9.826E-03 1.196E-01 2.973E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
