0FLOW THROUGH A HEATED PIPE











0               INLET FLUID VELOCITY                       =      .200E+01
0               REYNOLDS NUMBER                            =      .251E+04
0               FLUID DENSITY                              =      .116E+01
0               LAMINAR VISCOSITY                          =      .185E-04
0ITER   I-----ABSOLUTE RESIDUAL SOURCE SUM          S------I   I----FIELD VALUES AT MONITORING LOCATION            ( 5, 5)--------I
  NO.   UMOM      VMOM      MASS      ENER      TKIN      DISP          U         V         P         T         K         D

0687     1.295E-02 4.396E-02 1.053E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0688     1.013E-02 4.087E-02 8.901E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0689     9.120E-03 4.188E-02 8.662E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0690     9.507E-03 3.281E-02 5.438E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0691     1.411E-02 2.733E-02 4.716E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0692     1.384E-02 1.632E-02 1.192E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0693     1.220E-02 4.084E-02 8.772E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0694     9.737E-03 6.128E-02 1.375E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0695     8.811E-03 6.058E-02 1.387E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0696     8.636E-03 4.794E-02 1.009E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0697     1.140E-02 6.577E-02 1.580E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0698     1.276E-02 5.801E-02 1.246E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0699     1.287E-02 5.331E-02 1.174E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= 700
0700     1.329E-02 5.550E-02 1.126E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0ITER   I-----ABSOLUTE RESIDUAL SOURCE SUM          S------I   I----FIELD VALUES AT MONITORING LOCATION            ( 5, 5)--------I
  NO.   UMOM      VMOM      MASS      ENER      TKIN      DISP          U         V         P         T         K         D

0701     1.196E-02 6.471E-02 1.490E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0702     9.185E-03 4.018E-02 7.318E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0703     9.205E-03 9.523E-02 2.294E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0704     9.639E-03 8.280E-02 1.921E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0705     9.268E-03 8.319E-02 1.891E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0706     1.218E-02 7.231E-02 1.605E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0707     1.183E-02 7.596E-02 1.772E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0708     1.198E-02 6.408E-02 1.387E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0709     1.242E-02 6.043E-02 1.357E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0710     1.502E-02 6.420E-02 1.423E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0711     1.210E-02 6.673E-02 1.547E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0712     1.237E-02 5.623E-02 1.236E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0713     1.147E-02 6.651E-02 1.426E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0714     9.319E-03 4.623E-02 9.398E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0715     9.161E-03 4.602E-02 9.859E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0716     9.506E-03 4.542E-02 8.919E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0717     1.164E-02 6.867E-02 1.579E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0718     1.063E-02 5.166E-02 1.073E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0719     1.122E-02 5.327E-02 1.161E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= 720
0720     9.207E-03 4.419E-02 9.851E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0721     8.474E-03 6.890E-02 2.984E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0722     9.569E-03 4.630E-02 1.047E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0723     1.164E-02 5.850E-02 1.373E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0724     1.187E-02 5.470E-02 1.234E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0725     1.284E-02 6.058E-02 1.453E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0726     1.238E-02 6.334E-02 2.057E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0727     1.106E-02 7.094E-02 1.722E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0728     9.849E-03 9.457E-02 3.123E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0729     9.497E-03 9.177E-02 2.536E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0730     1.108E-02 8.565E-02 2.167E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0731     9.505E-03 1.053E-01 2.731E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0732     1.158E-02 9.480E-02 2.307E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0733     8.889E-03 9.801E-02 2.421E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0734     9.343E-03 8.882E-02 2.094E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0735     1.160E-02 9.281E-02 2.242E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0736     1.218E-02 7.954E-02 1.876E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0737     1.011E-02 1.249E-01 3.763E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0738     9.537E-03 8.822E-02 2.026E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0739     1.049E-02 9.385E-02 2.222E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= 740
0740     9.890E-03 7.611E-02 1.730E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0741     1.088E-02 6.787E-02 1.573E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0742     1.039E-02 6.608E-02 1.462E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0743     1.165E-02 8.034E-02 1.870E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0744     1.139E-02 6.081E-02 1.330E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0745     1.053E-02 7.606E-02 1.769E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0746     1.153E-02 6.252E-02 1.323E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0747     1.187E-02 4.708E-02 9.822E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0748     1.310E-02 5.351E-02 1.107E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0749     1.125E-02 6.371E-02 1.378E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0750     1.393E-02 6.277E-02 1.356E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0751     1.080E-02 7.618E-02 1.743E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0752     1.027E-02 8.361E-02 1.854E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0753     1.095E-02 8.034E-02 1.867E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0754     9.119E-03 7.444E-02 1.582E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0755     9.329E-03 7.930E-02 1.806E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0756     1.246E-02 1.049E-01 2.373E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0757     1.124E-02 9.697E-02 2.243E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0758     1.297E-02 9.176E-02 2.134E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0759     9.225E-03 1.042E-01 2.421E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= 760
0760     1.044E-02 1.023E-01 2.427E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0761     1.028E-02 1.247E-01 3.169E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0762     1.107E-02 8.993E-02 2.755E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.660E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0763     9.298E-03 9.584E-02 2.392E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0764     1.017E-02 8.115E-02 2.547E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.660E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0765     1.204E-02 7.817E-02 1.925E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0766     1.402E-02 6.139E-02 1.318E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0767     1.352E-02 7.098E-02 1.634E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0768     1.615E-02 5.050E-02 1.025E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0769     1.546E-02 8.969E-02 2.105E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0770     1.530E-02 5.058E-02 1.040E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0771     1.658E-02 6.539E-02 1.560E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0772     1.438E-02 7.622E-02 1.777E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0773     1.165E-02 8.011E-02 1.943E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0774     1.375E-02 4.959E-02 1.072E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0775     1.087E-02 4.500E-02 1.615E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0776     1.267E-02 4.878E-02 1.109E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0777     1.115E-02 6.787E-02 2.261E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.660E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0778     1.271E-02 7.389E-02 1.788E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0779     1.114E-02 9.592E-02 2.446E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= 780
0780     1.179E-02 7.008E-02 1.603E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0781     1.246E-02 1.014E-01 2.555E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0782     1.360E-02 4.325E-02 9.086E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0783     1.217E-02 4.692E-02 1.056E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0784     1.105E-02 6.337E-02 1.380E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0785     1.121E-02 4.589E-02 8.843E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0786     1.282E-02 4.438E-02 8.989E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0787     1.238E-02 4.291E-02 9.142E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0788     1.256E-02 3.648E-02 6.969E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0789     1.551E-02 4.602E-02 9.817E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0790     1.340E-02 3.899E-02 7.172E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0791     8.583E-03 4.898E-02 1.050E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0792     1.113E-02 2.562E-02 3.820E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0793     1.379E-02 5.617E-02 1.321E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0794     1.133E-02 4.950E-02 1.117E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0795     1.113E-02 5.735E-02 1.310E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0796     1.202E-02 8.098E-02 1.988E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0797     1.147E-02 7.498E-02 1.908E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0798     1.262E-02 1.052E-01 3.349E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0799     1.234E-02 1.372E-01 4.238E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= 800
0800     1.212E-02 1.505E-01 3.903E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0ITER   I-----ABSOLUTE RESIDUAL SOURCE SUM          S------I   I----FIELD VALUES AT MONITORING LOCATION            ( 5, 5)--------I
  NO.   UMOM      VMOM      MASS      ENER      TKIN      DISP          U         V         P         T         K         D

0801     1.173E-02 1.923E-01 6.316E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0802     1.304E-02 2.056E-01 5.176E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0803     1.189E-02 2.578E-01 6.367E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0804     1.069E-02 2.456E-01 6.712E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0805     1.041E-02 2.286E-01 6.144E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0806     9.530E-03 1.783E-01 5.895E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0807     1.014E-02 1.832E-01 5.553E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0808     1.021E-02 1.617E-01 6.050E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0809     1.193E-02 2.079E-01 6.723E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0810     1.367E-02 1.908E-01 5.369E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0811     1.055E-02 1.904E-01 4.616E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0812     9.860E-03 1.580E-01 3.920E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0813     8.784E-03 1.499E-01 3.743E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0814     1.033E-02 1.324E-01 3.267E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0815     9.302E-03 1.571E-01 4.516E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0816     8.763E-03 1.243E-01 3.041E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0817     1.066E-02 1.052E-01 2.531E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0818     1.006E-02 9.367E-02 2.217E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0819     9.402E-03 6.267E-02 1.396E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= 820
0820     1.035E-02 3.499E-02 6.285E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0821     1.313E-02 4.396E-02 9.172E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0822     1.094E-02 4.102E-02 7.967E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0823     1.021E-02 4.084E-02 8.327E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0824     1.328E-02 4.772E-02 9.896E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0825     1.050E-02 4.916E-02 1.083E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0826     9.779E-03 2.648E-02 4.045E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0827     7.947E-03 3.445E-02 6.697E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0828     1.020E-02 1.632E-02 1.191E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0829     9.899E-03 3.352E-02 6.063E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0830     1.312E-02 4.253E-02 8.123E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0831     1.231E-02 4.598E-02 9.474E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0832     1.332E-02 3.971E-02 7.183E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0833     1.411E-02 4.910E-02 1.014E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0834     8.675E-03 2.763E-02 4.236E-01 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0835     1.046E-02 6.350E-02 1.583E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0836     1.090E-02 5.260E-02 1.820E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0837     1.010E-02 6.054E-02 1.460E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0838     1.040E-02 7.452E-02 2.422E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
0839     9.226E-03 9.997E-02 3.221E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.659E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
          NITER= 840
0840     1.172E-02 1.125E-01 3.673E+00 0.000E+00 0.000E+00 0.000E+00    2.694E+00-1.658E-03 1.000E+05 3.730E+02 1.200E-01 8.314E+02
